Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
5.98,6.031,-0.055,-0.959,6.935,-0.077,0.15,-0.063,0.102,6.02,-0.08,6.56,7.572,7.742,7.726,6.936
6.0,5.95,0.054,-0.903,6.907,-0.055,-0.077,0.15,-0.063,5.949,0.101,5.976,6.56,7.572,7.742,6.91
6.48,6.295,0.187,-0.418,6.899,0.054,-0.055,-0.077,0.15,6.159,0.057,6.004,5.976,6.56,7.572,6.897
6.45,6.828,-0.378,-0.462,6.912,0.187,0.054,-0.055,-0.077,6.67,-0.283,6.482,6.004,5.976,6.56,6.921
7.66,7.378,0.285,0.719,6.944,-0.378,0.187,0.054,-0.055,7.277,0.258,6.451,6.482,6.004,5.976,6.941
7.56,7.628,-0.064,0.574,6.991,0.285,-0.378,0.187,0.054,7.78,0.0,7.663,6.451,6.482,6.004,6.99
7.58,7.534,0.042,0.529,7.047,-0.064,0.285,-0.378,0.187,7.437,-0.034,7.565,7.663,6.451,6.482,7.049
7.06,7.197,-0.133,-0.028,7.091,0.042,-0.064,0.285,-0.378,7.416,-0.11,7.576,7.565,7.663,6.451,7.106
6.91,6.793,0.119,-0.189,7.101,-0.133,0.042,-0.064,0.285,6.823,0.133,7.064,7.576,7.565,7.663,7.111
6.44,6.485,-0.046,-0.613,7.052,0.119,-0.133,0.042,-0.064,6.523,0.033,6.912,7.064,7.576,7.565,7.063
6.53,6.508,0.022,-0.394,6.925,-0.046,0.119,-0.133,0.042,6.342,0.013,6.439,6.912,7.064,7.576,6.935
6.8,6.805,-0.006,0.077,6.722,0.022,-0.046,0.119,-0.133,6.869,-0.017,6.53,6.439,6.912,7.064,6.722
6.75,6.921,-0.167,0.286,6.468,-0.006,0.022,-0.046,0.119,6.996,0.002,6.799,6.53,6.439,6.912,6.47
6.76,6.477,0.282,0.568,6.191,-0.167,-0.006,0.022,-0.046,6.651,0.282,6.754,6.799,6.53,6.439,6.195
5.63,5.681,-0.054,-0.304,5.931,0.282,-0.167,-0.006,0.022,5.754,-0.143,6.759,6.754,6.799,6.53,5.925
4.94,5.291,-0.355,-0.793,5.729,-0.054,0.282,-0.167,-0.006,5.15,-0.197,5.627,6.759,6.754,6.799,5.723
5.97,5.568,0.401,0.352,5.617,-0.355,-0.054,0.282,-0.167,5.603,0.429,4.936,5.627,6.759,6.754,5.609
5.82,5.907,-0.085,0.232,5.59,0.401,-0.355,-0.054,0.282,5.984,-0.05,5.969,4.936,5.627,6.759,5.605
5.82,5.936,-0.118,0.185,5.633,-0.085,0.401,-0.355,-0.054,5.745,-0.143,5.822,5.969,4.936,5.627,5.622
5.74,5.779,-0.04,0.009,5.73,-0.118,-0.085,0.401,-0.355,5.904,0.05,5.818,5.822,5.969,4.936,5.728
5.96,5.735,0.228,0.109,5.854,-0.04,-0.118,-0.085,0.401,5.689,0.24,5.739,5.818,5.822,5.969,5.856
5.71,5.854,-0.14,-0.259,5.973,0.228,-0.04,-0.118,-0.085,5.846,-0.124,5.963,5.739,5.818,5.822,5.979
5.83,5.957,-0.128,-0.225,6.054,-0.14,0.228,-0.04,-0.118,5.967,-0.066,5.714,5.963,5.739,5.818,6.06
6.02,5.845,0.175,-0.064,6.084,-0.128,-0.14,0.228,-0.04,5.944,0.235,5.829,5.714,5.963,5.739,6.08
5.57,5.611,-0.045,-0.493,6.059,0.175,-0.128,-0.14,0.228,5.552,0.03,6.021,5.829,5.714,5.963,6.066
5.6,5.612,-0.01,-0.38,5.983,-0.045,0.175,-0.128,-0.14,5.523,-0.032,5.566,6.021,5.829,5.714,5.986
5.75,5.886,-0.133,-0.111,5.864,-0.01,-0.045,0.175,-0.128,5.932,-0.028,5.602,5.566,6.021,5.829,5.868
6.26,6.083,0.174,0.544,5.713,-0.133,-0.01,-0.045,0.175,6.089,0.233,5.753,5.602,5.566,6.021,5.718
5.88,5.877,0.001,0.339,5.539,0.174,-0.133,-0.01,-0.045,5.986,-0.006,6.256,5.753,5.602,5.566,5.546
5.31,5.437,-0.124,-0.04,5.354,0.001,0.174,-0.133,-0.01,5.44,-0.136,5.879,6.256,5.753,5.602,5.359
5.1,5.16,-0.062,-0.067,5.166,-0.124,0.001,0.174,-0.133,5.194,0.075,5.314,5.879,6.256,5.753,5.165
5.4,5.103,0.3,0.412,4.991,-0.062,-0.124,0.001,0.174,5.173,0.266,5.099,5.314,5.879,6.256,4.989
4.65,4.937,-0.288,-0.196,4.845,0.3,-0.062,-0.124,0.001,5.054,-0.221,5.403,5.099,5.314,5.879,4.842
4.68,4.593,0.082,-0.066,4.741,-0.288,0.3,-0.062,-0.124,4.537,0.068,4.649,5.403,5.099,5.314,4.736
4.21,4.25,-0.036,-0.483,4.696,0.082,-0.288,0.3,-0.062,4.373,0.089,4.675,4.649,5.403,5.099,4.687
4.42,4.24,0.177,-0.308,4.725,-0.036,0.082,-0.288,0.3,4.057,0.136,4.214,4.675,4.649,5.403,4.712
4.39,4.638,-0.25,-0.447,4.835,0.177,-0.036,0.082,-0.288,4.581,-0.19,4.417,4.214,4.675,4.649,4.826
5.3,5.276,0.025,0.294,5.007,-0.25,0.177,-0.036,0.082,5.087,0.124,4.388,4.417,4.214,4.675,5.016
6.03,5.775,0.255,0.817,5.213,0.025,-0.25,0.177,-0.036,5.823,0.229,5.301,4.388,4.417,4.214,5.205
5.72,5.92,-0.199,0.297,5.424,0.255,0.025,-0.25,0.177,5.865,-0.223,6.03,5.301,4.388,4.417,5.425
5.59,5.779,-0.185,-0.019,5.613,-0.199,0.255,0.025,-0.25,5.872,-0.045,5.721,6.03,5.301,4.388,5.615
5.95,5.486,0.467,0.208,5.745,-0.185,-0.199,0.255,0.025,5.587,0.374,5.594,5.721,6.03,5.301,5.757
4.75,5.146,-0.398,-1.04,5.787,0.467,-0.185,-0.199,0.255,5.212,-0.281,5.953,5.594,5.721,6.03,5.803
5.26,5.028,0.228,-0.45,5.705,-0.398,0.467,-0.185,-0.199,4.878,0.108,4.748,5.953,5.594,5.721,5.727
4.87,5.103,-0.232,-0.605,5.476,0.228,-0.398,0.467,-0.185,5.262,-0.085,5.255,4.748,5.953,5.594,5.493
5.44,5.156,0.28,0.306,5.131,-0.232,0.228,-0.398,0.467,5.078,0.257,4.871,5.255,4.748,5.953,5.115
4.71,4.95,-0.235,0.005,4.71,0.28,-0.232,0.228,-0.398,5.104,-0.138,5.437,4.871,5.255,4.748,4.727
4.95,4.758,0.188,0.692,4.254,-0.235,0.28,-0.232,0.228,4.56,0.081,4.715,5.437,4.871,5.255,4.258
4.52,4.63,-0.108,0.722,3.801,0.188,-0.235,0.28,-0.232,4.939,-0.093,4.946,4.715,5.437,4.871,3.809
4.21,4.131,0.082,0.824,3.389,-0.108,0.188,-0.235,0.28,4.348,0.023,4.522,4.946,4.715,5.437,3.386
2.7,2.945,-0.24,-0.353,3.058,0.082,-0.108,0.188,-0.235,3.259,-0.046,4.213,4.522,4.946,4.715,3.044
2.48,1.882,0.596,-0.369,2.847,-0.24,0.082,-0.108,0.188,1.626,0.307,2.705,4.213,4.522,4.946,2.829
1.47,1.997,-0.527,-1.309,2.779,0.596,-0.24,0.082,-0.108,1.87,-0.557,2.478,2.705,4.213,4.522,2.768
3.01,3.192,-0.183,0.195,2.813,-0.527,0.596,-0.24,0.082,2.987,0.063,1.47,2.478,2.705,4.213,2.847
4.6,3.824,0.775,1.707,2.893,-0.183,-0.527,0.596,-0.24,4.26,0.656,3.009,1.47,2.478,2.705,2.886
2.58,3.031,-0.452,-0.38,2.96,0.775,-0.183,-0.527,0.596,2.964,-0.511,4.6,3.009,1.47,2.478,2.973
1.97,2.148,-0.174,-0.996,2.97,-0.452,0.775,-0.183,-0.527,1.881,-0.223,2.579,4.6,3.009,1.47,2.965
2.77,2.461,0.312,-0.146,2.918,-0.174,-0.452,0.775,-0.183,2.547,0.319,1.974,2.579,4.6,3.009,2.9
3.28,3.342,-0.065,0.467,2.81,0.312,-0.174,-0.452,0.775,3.435,-0.095,2.772,1.974,2.579,4.6,2.825
3.44,3.46,-0.018,0.79,2.652,-0.065,0.312,-0.174,-0.452,3.453,-0.087,3.277,2.772,1.974,2.579,2.657
2.62,2.644,-0.025,0.168,2.452,-0.018,-0.065,0.312,-0.174,2.776,-0.105,3.441,3.277,2.772,1.974,2.463
2.06,1.921,0.134,-0.182,2.237,-0.025,-0.018,-0.065,0.312,1.891,0.057,2.62,3.441,3.277,2.772,2.224
1.62,1.887,-0.265,-0.43,2.052,0.134,-0.025,-0.018,-0.065,1.969,-0.11,2.055,2.62,3.441,3.277,2.033
2.39,2.063,0.329,0.465,1.927,-0.265,0.134,-0.025,-0.018,2.149,0.239,1.622,2.055,2.62,3.441,1.925
1.63,1.773,-0.139,-0.195,1.828,0.329,-0.265,0.134,-0.025,1.869,-0.179,2.392,1.622,2.055,2.62,1.876
1.31,1.414,-0.108,-0.409,1.715,-0.139,0.329,-0.265,0.134,1.124,-0.087,1.633,2.392,1.622,2.055,1.711
1.54,1.473,0.064,-0.057,1.594,-0.108,-0.139,0.329,-0.265,1.674,0.169,1.306,1.633,2.392,1.622,1.57
1.98,1.709,0.27,0.495,1.484,0.064,-0.108,-0.139,0.329,1.711,0.137,1.537,1.306,1.633,2.392,1.481
1.18,1.593,-0.412,-0.228,1.408,0.27,0.064,-0.108,-0.139,1.659,-0.356,1.979,1.537,1.306,1.633,1.39
1.38,1.2,0.183,-0.023,1.406,-0.412,0.27,0.064,-0.108,1.149,0.18,1.181,1.979,1.537,1.306,1.385
1.34,1.106,0.231,-0.166,1.503,0.183,-0.412,0.27,0.064,1.042,0.131,1.382,1.181,1.979,1.537,1.497
1.23,1.683,-0.458,-0.44,1.666,0.231,0.183,-0.412,0.27,1.44,-0.314,1.337,1.382,1.181,1.979,1.699
2.82,2.49,0.33,0.978,1.842,-0.458,0.231,0.183,-0.412,2.545,0.289,1.226,1.337,1.382,1.181,1.836
2.53,2.561,-0.035,0.544,1.982,0.33,-0.458,0.231,0.183,2.807,-0.022,2.82,1.226,1.337,1.382,1.985
1.76,1.9,-0.139,-0.294,2.055,-0.035,0.33,-0.458,0.231,1.768,-0.087,2.526,2.82,1.226,1.337,2.045
1.6,1.402,0.2,-0.445,2.046,-0.139,-0.035,0.33,-0.458,1.438,0.103,1.761,2.526,2.82,1.226,2.058
1.28,1.62,-0.338,-0.667,1.949,0.2,-0.139,-0.035,0.33,1.582,-0.128,1.601,1.761,2.526,2.82,1.964
2.61,2.23,0.377,0.813,1.794,-0.338,0.2,-0.139,-0.035,2.125,0.362,1.282,1.601,1.761,2.526,1.777
2.08,2.299,-0.221,0.459,1.618,0.377,-0.338,0.2,-0.139,2.584,-0.163,2.607,1.282,1.601,1.761,1.623
1.59,1.689,-0.096,0.139,1.455,-0.221,0.377,-0.338,0.2,1.611,0.014,2.078,2.607,1.282,1.601,1.448
1.27,0.992,0.275,-0.054,1.32,-0.096,-0.221,0.377,-0.338,1.151,0.261,1.593,2.078,2.607,1.282,1.326
0.45,0.735,-0.287,-0.779,1.227,0.275,-0.096,-0.221,0.377,0.722,-0.147,1.266,1.593,2.078,2.607,1.216
0.88,0.762,0.117,-0.309,1.187,-0.287,0.275,-0.096,-0.221,0.863,0.173,0.448,1.266,1.593,2.078,1.182
0.48,0.567,-0.089,-0.731,1.209,0.117,-0.287,0.275,-0.096,0.64,0.068,0.879,0.448,1.266,1.593,1.204
0.41,0.339,0.067,-0.873,1.278,-0.089,0.117,-0.287,0.275,0.118,0.166,0.478,0.879,0.448,1.266,1.284
0.63,0.63,0.005,-0.741,1.376,0.067,-0.089,0.117,-0.287,0.506,0.034,0.405,0.478,0.879,0.448,1.369
1.26,1.52,-0.258,-0.22,1.483,0.005,0.067,-0.089,0.117,1.355,-0.046,0.635,0.405,0.478,0.879,1.481
2.57,2.323,0.25,0.993,1.58,-0.258,0.005,0.067,-0.089,2.35,0.372,1.263,0.635,0.405,0.478,1.582
2.37,2.343,0.026,0.72,1.648,0.25,-0.258,0.005,0.067,2.454,0.034,2.573,1.263,0.635,0.405,1.651
1.74,1.902,-0.163,0.066,1.673,0.026,0.25,-0.258,0.005,1.785,-0.179,2.369,2.573,1.263,0.635,1.676
1.49,1.671,-0.177,-0.164,1.658,-0.163,0.026,0.25,-0.258,1.787,0.058,1.739,2.369,2.573,1.263,1.65
2.19,1.705,0.49,0.585,1.61,-0.177,-0.163,0.026,0.25,1.799,0.463,1.494,1.739,2.369,2.573,1.616
1.16,1.505,-0.348,-0.379,1.536,0.49,-0.177,-0.163,0.026,1.631,-0.292,2.195,1.494,1.739,2.369,1.538
1.07,1.145,-0.073,-0.373,1.445,-0.348,0.49,-0.177,-0.163,0.959,-0.028,1.157,2.195,1.494,1.739,1.448
1.24,0.963,0.28,-0.1,1.343,-0.073,-0.348,0.49,-0.177,1.133,0.274,1.072,1.157,2.195,1.494,1.344
0.78,0.985,-0.202,-0.457,1.241,0.28,-0.073,-0.348,0.49,0.963,-0.122,1.243,1.072,1.157,2.195,1.24
1.03,1.108,-0.077,-0.126,1.157,-0.202,0.28,-0.073,-0.348,0.992,0.047,0.784,1.243,1.072,1.157,1.148
1.63,1.27,0.361,0.52,1.112,-0.077,-0.202,0.28,-0.073,1.26,0.215,1.031,0.784,1.243,1.072,1.104
1.08,1.497,-0.413,-0.042,1.126,0.361,-0.077,-0.202,0.28,1.431,-0.3,1.631,1.031,0.784,1.243,1.115
1.88,1.711,0.165,0.661,1.215,-0.413,0.361,-0.077,-0.202,1.704,0.199,1.084,1.631,1.031,0.784,1.207
1.52,1.525,0.0,0.156,1.368,0.165,-0.413,0.361,-0.077,1.809,0.11,1.876,1.084,1.631,1.031,1.375
1.34,1.158,0.183,-0.219,1.559,0.0,0.165,-0.413,0.361,0.893,0.048,1.524,1.876,1.084,1.631,1.554
0.85,1.248,-0.395,-0.911,1.763,0.183,0.0,0.165,-0.413,1.172,-0.304,1.341,1.524,1.876,1.084,1.76
2.05,1.886,0.168,0.099,1.956,-0.395,0.183,0.0,0.165,1.852,0.28,0.852,1.341,1.524,1.876,1.953
2.47,2.281,0.186,0.352,2.116,0.168,-0.395,0.183,0.0,2.444,0.232,2.054,0.852,1.341,1.524,2.118
1.81,2.052,-0.246,-0.423,2.228,0.186,0.168,-0.395,0.183,1.913,-0.209,2.467,2.054,0.852,1.341,2.231
1.8,1.786,0.01,-0.484,2.28,-0.246,0.186,0.168,-0.395,1.739,0.045,1.806,2.467,2.054,0.852,2.29
2.15,2.028,0.122,-0.108,2.259,0.01,-0.246,0.186,0.168,2.011,0.175,1.796,1.806,2.467,2.054,2.27
2.3,2.476,-0.178,0.148,2.15,0.122,0.01,-0.246,0.186,2.516,0.003,2.15,1.796,1.806,2.467,2.164
2.62,2.404,0.219,0.672,1.951,-0.178,0.122,0.01,-0.246,2.554,0.159,2.298,2.15,1.796,1.806,1.958
1.44,1.655,-0.22,-0.268,1.704,0.219,-0.178,0.122,0.01,1.794,-0.151,2.624,2.298,2.15,1.796,1.681
1.02,0.984,0.037,-0.439,1.46,-0.22,0.219,-0.178,0.122,0.874,0.137,1.436,2.624,2.298,2.15,1.463
1.13,0.957,0.174,-0.139,1.27,0.037,-0.22,0.219,-0.178,1.024,0.161,1.021,1.436,2.624,2.298,1.258
1.03,1.328,-0.3,-0.146,1.174,0.174,0.037,-0.22,0.219,1.286,-0.16,1.131,1.021,1.436,2.624,1.171
1.71,1.462,0.244,0.541,1.165,-0.3,0.174,0.037,-0.22,1.507,0.227,1.028,1.131,1.021,1.436,1.184
1.02,1.19,-0.171,-0.201,1.22,0.244,-0.3,0.174,0.037,1.189,-0.046,1.705,1.028,1.131,1.021,1.207
1.24,1.043,0.193,-0.074,1.31,-0.171,0.244,-0.3,0.174,0.91,0.128,1.019,1.705,1.028,1.131,1.315
1.04,1.31,-0.274,-0.378,1.414,0.193,-0.171,0.244,-0.3,1.349,-0.149,1.236,1.019,1.705,1.028,1.398
1.78,1.765,0.016,0.222,1.559,-0.274,0.193,-0.171,0.244,1.662,0.22,1.036,1.236,1.019,1.705,1.521
2.33,1.984,0.344,0.547,1.781,0.016,-0.274,0.193,-0.171,2.024,0.309,1.781,1.036,1.236,1.019,1.77
1.76,2.031,-0.274,-0.349,2.106,0.344,0.016,-0.274,0.193,1.875,-0.326,2.328,1.781,1.036,1.236,2.091
1.93,2.276,-0.351,-0.591,2.516,-0.274,0.344,0.016,-0.274,2.209,-0.058,1.757,2.328,1.781,1.036,2.529
3.44,2.771,0.668,0.45,2.989,-0.351,-0.274,0.344,0.016,2.721,0.668,1.925,1.757,2.328,1.781,2.963
3.03,3.312,-0.278,-0.425,3.458,0.668,-0.351,-0.274,0.344,3.172,-0.315,3.439,1.925,1.757,2.328,3.493
3.53,3.955,-0.426,-0.313,3.842,-0.278,0.668,-0.351,-0.274,3.663,-0.224,3.034,3.439,1.925,1.757,3.848
4.86,4.442,0.423,0.814,4.051,-0.426,-0.278,0.668,-0.351,4.705,0.581,3.529,3.034,3.439,1.925,4.091
4.28,4.225,0.058,0.228,4.054,0.423,-0.426,-0.278,0.668,4.403,0.036,4.865,3.529,3.034,3.439,4.043
2.99,3.222,-0.234,-0.857,3.845,0.058,0.423,-0.426,-0.278,3.417,-0.277,4.282,4.865,3.529,3.034,3.88
1.8,2.015,-0.216,-1.661,3.459,-0.234,0.058,0.423,-0.426,2.212,-0.007,2.988,4.282,4.865,3.529,3.457
1.84,1.496,0.344,-1.133,2.973,-0.216,-0.234,0.058,0.423,1.335,0.546,1.799,2.988,4.282,4.865,2.97
2.21,2.115,0.098,-0.279,2.492,0.344,-0.216,-0.234,0.058,1.817,0.033,1.84,1.799,2.988,4.282,2.473
2.69,3.326,-0.633,0.583,2.109,0.098,0.344,-0.216,-0.234,3.241,-0.417,2.213,1.84,1.799,2.988,2.102
4.21,3.837,0.373,2.307,1.902,-0.633,0.098,0.344,-0.216,4.083,0.562,2.692,2.213,1.84,1.799,1.886
3.05,2.774,0.278,1.124,1.928,0.373,-0.633,0.098,0.344,3.196,0.283,4.209,2.692,2.213,1.84,1.898
0.86,1.18,-0.315,-1.372,2.237,0.278,0.373,-0.633,0.098,0.987,-0.408,3.052,4.209,2.692,2.213,2.186
0.77,1.084,-0.315,-2.107,2.876,-0.315,0.278,0.373,-0.633,0.707,-0.134,0.865,3.052,4.209,2.692,2.82
3.54,3.091,0.449,-0.293,3.833,-0.315,-0.315,0.278,0.373,2.665,0.639,0.769,0.865,3.052,4.209,3.819
5.68,5.619,0.059,0.729,4.948,0.449,-0.315,-0.315,0.278,5.409,0.042,3.54,0.769,0.865,3.052,5.015
6.63,7.123,-0.497,0.598,6.029,0.059,0.449,-0.315,-0.315,6.746,-0.407,5.677,3.54,0.769,0.865,6.027
7.88,7.499,0.382,0.98,6.901,-0.497,0.059,0.449,-0.315,7.555,0.339,6.627,5.677,3.54,0.769,6.929
7.37,7.346,0.028,-0.113,7.487,0.382,-0.497,0.059,0.449,7.532,0.003,7.881,6.627,5.677,3.54,7.449
6.94,7.224,-0.285,-0.836,7.775,0.028,0.382,-0.497,0.059,7.148,-0.179,7.374,7.881,6.627,5.677,7.791
7.44,7.234,0.201,-0.341,7.776,-0.285,0.028,0.382,-0.497,7.322,0.185,6.939,7.374,7.881,6.627,7.811
7.35,7.325,0.021,-0.221,7.567,0.201,-0.285,0.028,0.382,7.252,0.03,7.435,6.939,7.374,7.881,7.554
7.33,7.495,-0.168,0.011,7.316,0.021,0.201,-0.285,0.028,7.423,-0.07,7.346,7.435,6.939,7.374,7.267
7.57,7.493,0.075,0.394,7.174,-0.168,0.021,0.201,-0.285,7.701,0.131,7.327,7.346,7.435,6.939,7.172
7.38,7.166,0.21,0.239,7.137,0.075,-0.168,0.021,0.201,7.181,0.099,7.568,7.327,7.346,7.435,7.217
6.6,6.906,-0.302,-0.555,7.159,0.21,0.075,-0.168,0.021,6.749,-0.27,7.376,7.568,7.327,7.346,7.142
7.27,7.165,0.105,0.069,7.2,-0.302,0.21,0.075,-0.168,7.107,0.115,6.604,7.376,7.568,7.327,7.22
7.65,7.599,0.055,0.426,7.228,0.105,-0.302,0.21,0.075,7.738,0.123,7.27,6.604,7.376,7.568,7.22
7.49,7.574,-0.086,0.267,7.22,0.055,0.105,-0.302,0.21,7.578,-0.003,7.654,7.27,6.604,7.376,7.228
7.31,7.092,0.221,0.119,7.194,-0.086,0.055,0.105,-0.302,7.127,0.049,7.487,7.654,7.27,6.604,7.174
6.42,6.695,-0.278,-0.747,7.164,0.221,-0.086,0.055,0.105,6.733,-0.268,7.313,7.487,7.654,7.27,7.172
6.86,6.747,0.109,-0.281,7.137,-0.278,0.221,-0.086,0.055,6.688,0.153,6.417,7.313,7.487,7.654,7.144
7.14,7.014,0.126,0.036,7.104,0.109,-0.278,0.221,-0.086,7.041,0.116,6.856,6.417,7.313,7.487,7.124
7.11,7.226,-0.12,0.096,7.01,0.126,0.109,-0.278,0.221,7.092,-0.148,7.139,6.856,6.417,7.313,7.045
7.44,7.32,0.124,0.653,6.791,-0.12,0.126,0.109,-0.278,7.355,-0.028,7.106,7.139,6.856,6.417,6.807
6.7,6.975,-0.276,0.308,6.391,0.124,-0.12,0.126,0.109,7.346,-0.133,7.443,7.106,7.139,6.856,6.436
6.37,5.99,0.382,0.571,5.801,-0.276,0.124,-0.12,0.126,6.171,0.325,6.699,7.443,7.106,7.139,5.807
4.84,4.693,0.146,-0.256,5.094,0.382,-0.276,0.124,-0.12,4.897,-0.203,6.373,6.699,7.443,7.106,5.076
3.08,3.86,-0.78,-1.28,4.36,0.146,0.382,-0.276,0.124,3.818,-0.605,4.839,6.373,6.699,7.443,4.375
4.35,3.741,0.606,0.66,3.687,-0.78,0.146,0.382,-0.276,3.834,0.684,3.08,4.839,6.373,6.699,3.679
4.08,3.681,0.395,0.92,3.156,0.606,-0.78,0.146,0.382,3.848,0.054,4.347,3.08,4.839,6.373,3.147
2.51,3.388,-0.88,-0.339,2.847,0.395,0.606,-0.78,0.146,3.19,-0.599,4.076,4.347,3.08,4.839,2.808
3.59,3.102,0.485,0.756,2.832,-0.88,0.395,0.606,-0.78,3.217,0.361,2.508,4.076,4.347,3.08,2.788
2.95,2.92,0.028,-0.157,3.105,0.485,-0.88,0.395,0.606,3.052,-0.028,3.587,2.508,4.076,4.347,3.115
3.33,3.121,0.213,-0.136,3.471,0.028,0.485,-0.88,0.395,2.699,-0.125,2.948,3.587,2.508,4.076,3.591
3.25,3.808,-0.56,-0.474,3.722,0.213,0.028,0.485,-0.88,3.773,-0.577,3.335,2.948,3.587,2.508,3.717
4.84,4.521,0.317,1.047,3.79,-0.56,0.213,0.028,0.485,4.553,0.357,3.249,3.335,2.948,3.587,3.745
4.41,4.14,0.269,0.741,3.669,0.317,-0.56,0.213,0.028,4.688,0.235,4.837,3.249,3.335,2.948,3.675
2.6,2.788,-0.191,-0.875,3.472,0.269,0.317,-0.56,0.213,2.629,-0.424,4.409,4.837,3.249,3.335,3.383
1.8,2.022,-0.218,-1.541,3.345,-0.191,0.269,0.317,-0.56,1.892,-0.279,2.597,4.409,4.837,3.249,3.353
3.21,2.894,0.312,-0.207,3.413,-0.218,-0.191,0.269,0.317,2.609,0.307,1.804,2.597,4.409,4.837,3.375
4.5,4.508,-0.009,0.786,3.713,0.312,-0.218,-0.191,0.269,4.485,0.005,3.206,1.804,2.597,4.409,3.741
5.29,5.43,-0.143,1.093,4.193,-0.009,0.312,-0.218,-0.191,5.216,-0.209,4.499,3.206,1.804,2.597,4.199
5.78,5.549,0.236,0.999,4.786,-0.143,-0.009,0.312,-0.218,5.426,0.01,5.287,4.499,3.206,1.804,4.749
5.55,5.63,-0.076,0.132,5.422,0.236,-0.143,-0.009,0.312,5.641,-0.201,5.785,5.287,4.499,3.206,5.408
5.73,5.985,-0.252,-0.303,6.036,-0.076,0.236,-0.143,-0.009,6.018,-0.109,5.553,5.785,5.287,4.499,6.039
6.95,6.339,0.606,0.369,6.576,-0.252,-0.076,0.236,-0.143,6.254,0.345,5.733,5.553,5.785,5.287,6.593
6.2,6.616,-0.416,-0.786,6.987,0.606,-0.252,-0.076,0.236,6.46,-0.547,6.945,5.733,5.553,5.785,7.009
7.25,7.24,0.008,0.023,7.225,-0.416,0.606,-0.252,-0.076,6.932,-0.067,6.2,6.945,5.733,5.553,7.234
7.92,7.858,0.06,0.594,7.324,0.008,-0.416,0.606,-0.252,8.209,0.167,7.248,6.2,6.945,5.733,7.281
8.1,7.772,0.326,0.763,7.336,0.06,0.008,-0.416,0.606,7.775,0.134,7.918,7.248,6.2,6.945,7.341
6.78,7.13,-0.355,-0.539,7.315,0.326,0.06,0.008,-0.416,7.117,-0.469,8.099,7.918,7.248,6.2,7.307
6.97,6.901,0.07,-0.309,7.28,-0.355,0.326,0.06,0.008,6.754,-0.035,6.776,8.099,7.918,7.248,7.314
7.34,7.283,0.06,0.098,7.245,0.07,-0.355,0.326,0.06,7.468,0.154,6.971,6.776,8.099,7.918,7.249
7.61,7.562,0.047,0.389,7.22,0.06,0.07,-0.355,0.326,7.521,0.064,7.343,6.971,6.776,8.099,7.217
7.3,7.315,-0.013,0.088,7.213,0.047,0.06,0.07,-0.355,7.337,-0.117,7.609,7.343,6.971,6.776,7.209
6.96,7.045,-0.081,-0.253,7.217,-0.013,0.047,0.06,0.07,6.915,-0.122,7.302,7.609,7.343,6.971,7.225
7.2,7.223,-0.027,-0.027,7.222,-0.081,-0.013,0.047,0.06,7.273,0.1,6.964,7.302,7.609,7.343,7.226
7.44,7.435,0.003,0.209,7.228,-0.027,-0.081,-0.013,0.047,7.581,0.194,7.196,6.964,7.302,7.609,7.229
7.32,7.24,0.081,0.083,7.238,0.003,-0.027,-0.081,-0.013,7.189,0.144,7.438,7.196,6.964,7.302,7.243
6.83,7.034,-0.205,-0.423,7.252,0.081,0.003,-0.027,-0.081,6.858,-0.06,7.321,7.438,7.196,6.964,7.247
7.16,7.329,-0.171,-0.112,7.27,-0.205,0.081,0.003,-0.027,7.324,0.208,6.829,7.321,7.438,7.196,7.269
7.9,7.673,0.232,0.614,7.291,-0.171,-0.205,0.081,0.003,7.882,0.528,7.158,6.829,7.321,7.438,7.289
7.44,7.517,-0.077,0.13,7.31,0.232,-0.171,-0.205,0.081,7.428,0.11,7.905,7.158,6.829,7.321,7.315
6.54,6.853,-0.314,-0.789,7.328,-0.077,0.232,-0.171,-0.205,7.101,-0.012,7.44,7.905,7.158,6.829,7.332
6.29,6.311,-0.025,-1.059,7.345,-0.314,-0.077,0.232,-0.171,6.209,0.455,6.539,7.44,7.905,7.158,7.346
6.39,6.255,0.137,-0.968,7.36,-0.025,-0.314,-0.077,0.232,6.328,0.501,6.286,6.539,7.44,7.905,7.36
6.1,6.266,-0.169,-1.277,7.374,0.137,-0.025,-0.314,-0.077,6.416,0.073,6.392,6.286,6.539,7.44,7.375
5.5,5.858,-0.356,-1.884,7.386,-0.169,0.137,-0.025,-0.314,5.942,0.175,6.097,6.392,6.286,6.539,7.388
5.36,5.216,0.142,-2.038,7.396,-0.356,-0.169,0.137,-0.025,5.204,0.678,5.502,6.097,6.392,6.286,7.398
4.81,4.943,-0.132,-2.593,7.404,0.142,-0.356,-0.169,0.137,4.919,0.341,5.358,5.502,6.097,6.392,7.406
5.35,5.531,-0.183,-2.063,7.411,-0.132,0.142,-0.356,-0.169,5.168,0.157,4.811,5.358,5.502,6.097,7.412
5.98,6.659,-0.68,-1.437,7.416,-0.183,-0.132,0.142,-0.356,6.595,0.448,5.348,4.811,5.358,5.502,7.416
